,overall,reviewTime,reviewText
331955,-1.0,2018,Dont like.  Will not renew this ever. Need to be an IT graduate to understand this. Horrible
331956,0.0,2018,"I greatly value the protection, but the product is way too demanding of my computer time. I had to disable some features to keep my sanity. Wow, tone thing down a bit."
331957,1.0,2018,Good value.
331958,-1.0,2018,"Unfortunately, I got scammed when trying to load this product by Norton.  Had to cancel my CC's & laptop refresh."
331959,-1.0,2018,Received the product unsecured with security stickers cut. This was obviously opened and the product key was invalid (most likely already used.)  Ive been using Norton for a few years. Doesnt slow my system at all. I avoid automatic updates which I hate.
331960,-1.0,2018,It never worked it wanted me to spend 300 more to fix computer just purchased.
331961,1.0,2018,"I have always used Norton and have never had any issues with computer or phone safety, so it works well for me.  Amazon is the only place I will buy this because I have yet to find a better price."
331962,1.0,2018,Good value
331963,1.0,2018,it works excellent
331964,1.0,2018,Needed it.
331966,0.0,2018,This product is just okay didn't see big help with it
331967,1.0,2018,I love Norton's AntiVirus. I have been using it on my computers for 11 years. I wouldn't use any other product. Lately however I have had to reload it on one of my laptops at least 5 times. They make it easy though so I can't complain. This software is The BEST!
331969,1.0,2018,"Unlike its major competitor the Norton install, re-install and addition of other devices work like a charm.  Install on the competitor beginning with an ""M"" is just awful.  The 10 device license (if you need more than 5) was well priced right and works well.  It has stopped 3 ransomware attacks."
331970,1.0,2018,"Easy to load, even more convenient to ""push"" out to other PCs using the same previously license over the internet using Norton's website.  My daughter is away at college and all she needed to do was turn it on and have an internet connection.  I updated her Norton from my PC at home.
 Nice to have a solid all in one anti-virus, firewall, etc."
331971,1.0,2018,Description implied Norton utilities included they are not. Still good price.
331972,-1.0,2018,"Need type in the key when download the software and type the key again when install. After installation, everything works fine for a few hours. Then it complained license expired, and have to type in the key again to activate it."
331973,1.0,2018,Good protection.
331974,1.0,2018,"My Norton Security Premium has worked out very well for me; it deals effectively with malware and did so last year as well. The provision of 10 licenses allows my purchase to satisfy the needs of myself, my daughter, my son-in-law, and my grandson. Norton Security Premium offers an excellent combination of effectiveness and economy."
331975,1.0,2018,good
331977,-1.0,2018,I was never able to use the software.  Norton support blocked the software claiming my system had a virus even after it was repair by tech. They wanted access to my system. They are holding me up for ramson.
331978,1.0,2018,perfect
331979,1.0,2018,works great.
331980,-1.0,2018,"ordered and upon entry of the code, says invalid.  no refund through amazon as it's expired.  Believe manufacturer should reimburse me or provide another code."
331981,-1.0,2018,"Purchase this when on sale-tried to use it today and the product key was expired. Big rip off!!!! Now the return window is closed and can not return.
  Do not buy as it is worthless. I have purchased this before on Amazon and no problems"
331983,1.0,2018,love this product
331984,-1.0,2018,"When this product was delivered to me, there was no disc in the box. Instead I was directed to Norton's web site where I was told that I had to let the person I talked to get to my computer. He told me that I had 64,000 error messages and to remove them to install the software, I needed to purchase additional protection for $179 to $369. What a con."
331988,1.0,2018,"great product, great Price!"
331989,1.0,2018,Its a Norton product and it stands up to Norton's good name. Easy to install and use on multiple items that need security. Will purchase renewal next year. As with any Norton product follow prompts when installing and if you check for auto renewal it will charge your card and update your product when the subscription is about to expire. Just make sure you check in your Norton account if you need to shut off auto renewal.
331990,1.0,2018,Great value!
331991,1.0,2018,I always use Norton and have never been disappointed.
331992,1.0,2018,Have been using Norton for years and will continue to do so.
331993,1.0,2018,I use Norton for years now and never had any issues with them.
331994,1.0,2018,Best value available for an outstanding product.
331995,1.0,2018,Get a new one and very year hear is where I can find the best price
331996,1.0,2018,good price
331997,1.0,2018,Norton security is the best Ive found for windows. Used it for years
331998,1.0,2018,"Great Security, Amazon shipped as promised, worked great. Another nice job!"
332000,1.0,2018,"I good buy, easy to set-up."
332002,1.0,2018,The  cost online is outstanding!!!!  I have been using Norton Security since 1995 and it is the best security on the market.
332003,-1.0,2018,"Do not use!!!  I bought this to use on a brand new computer.  When I typed in the keycode  (to get it started) it said I had to call their 800 number because there was a problem.  I called the number and they went on to say my brand new computer was being hacked and that I needed to purchase $200 to get rid of it, meanwhile the gained access to my computer because I thought they were helping me and a legitimate company.  They were trying to sell protection under Microsoft.  I said wait a minute who do you work for.  He wouldn't answer and wouldn't take no for a answer.  I am so upset.  Buyer beware!!!"
332004,1.0,2018,NoT BAD!
332005,-1.0,2018,"I called to get infro on why it wouldn't install on my computer, and the person on the phone not only looked through all of my browsing history and was making rude/intrusive remarks on certain websites, he also tried to tell me that my FL studio was a virus.  That wasn't the end of it though, he also installed a program on my computer which gathered info on all of my passwords, and then he tried to scare me into buying some sort of password security program to protect all my passwords.  When I said ""No thanks, I don't want the add-on""  he kept pushing for it, and kept trying to scare me into buying it, ""No thanks"" I said, again.  He then said he can no longer help me and just ended the call!  I returned this product and got my money back IMMEDIATELY!  This was the most ridiculous form of support I have ever received and not only will you not get any type of support form this company, it will try detect programs on your computer that aren't even viruses and tell you they are!  Save your money and your time, go with something else."
332006,-1.0,2018,"Tech support is terrible.  These kids are from India and their training is substandard at best.  They have ruined my computer. Furthermore, when I have tried to connect with Norton's, they lie because they think Americans are stupid (thanks to the media)....Asked to speak to a supervisor,was transferred to a person saying he was a supervisor, then on remote, there was another technician who lied to me, then he said he would transfer me to another technician.  Then I tried to call. This 15 minute return call has been almost an hour.  THEN I tried to find a physical address in the states, and for the life of me I cannot find one.  This is not my first rodeo with Tech Support, and it is now all the same.  The give away words/phrases are ""No Worries,"" --.dead giveaway to WORRY.  Next give away is ""Just relax, I will take care of you,"" meaning I am about to screw up computer.  I have always had Norton's on this computer and my previous computers, but any company with Poor Tech Support is Bad News. I am so frustrated, disgusted, and outdone.  Do yourself a favor and buy something else.  Norton's is no longer the company it once was.  Yay, outsourcing."
332007,1.0,2018,"I've been using Norton Security (aka Norton Internet Security) for many, many years. Actually, it's the only computer security product that I've used in all of my years of computer ownership. This should tell you something...I've never, ever had a virus on any of the computers that I've owned. Years ago, it did tend to slow my computer a bit, but over the last five or six years, great improvement with no slowdown whatsoever! Thank you, Symantec, for making the web a much safer place. By the way, Norton Security automatically scans every download.

This product also has an ""Identity Safe"" which remembers all of your user names and passwords. It automatically fills in this info when logging in to a website. You can print a copy of all user names and passwords as well if you back them up to a CSV file.. You can use Microsoft Excel or a similar product for this.

Norton Security Premium also has a back up feature, but I've never used it because I have a wonderful external hard drive that keeps all of my files safe and sound. Therefore, I can't say anything about that feature. However, it's probably a good idea to back up one's file to the web..An external drive can go bad go course.

To sum up, I heartily recommend Norton Security!"
332008,1.0,2018,Great product.
332009,-1.0,2018,It didn't work for 10 devices.
332010,1.0,2018,great deal
332011,1.0,2018,Yes like it alot to protect my computer
332012,1.0,2018,best product with cheap price bought multi-pack for our business
332013,1.0,2018,"Protects my 10 devices!  Works as designed for PC, iPhone, and Android phones."
332014,1.0,2018,"I've always used Norton, it was recommended by my PC guy. It's simple but seems to do the job and the price on Amazon was better than anywhere else at $27.99. I'm guessing that the price will fluctuate so you'll need to watch it."
332015,1.0,2018,I've had Norton Security for years and will continue to buy. I've never had any problems no matter what system I was running at the time which now is windows 10. Highly recommend it.
332016,1.0,2018,"Love Norton, have had it for years!"
332018,1.0,2018,This product catches more intrusions than other security product I've used and it costs less.
332019,1.0,2018,Great price ... Great quality
332020,0.0,2018,"They broke Identity Safe with their newest update (they removed the option to have the passwords stored locally on the PC, and now force user to save it to the cloud).  However, it doesn't work.  It's been weeks now, and no fixes.

A similar thing happened about a year ago with Firefox, and it took them over 6 months to fix it.  I have been a long-time user of Norton (1994), but I will not be renewing my license with them next year."
332021,1.0,2018,It was what as described.
332023,1.0,2018,"Received the item I ordered and it works fine, thanks."
332024,1.0,2018,Very good price for this. Very fast shipping.
332025,1.0,2018,"works good, just slows down the computer, but Norton always does that"
332026,1.0,2018,Can be a little intimidating with multiple imbedded menus.  Other than that it is a very good product.
332027,1.0,2018,Love that I can add all my devices on one account.
332028,1.0,2018,Glad I bought it!  It works great!
332029,1.0,2018,EXCELLENT. THANKYOU!
332031,-1.0,2018,Its a memory hog!! Hate all the pop ups ...I wamt a security system that works quietly in the background & omly notifies me when something needs my attention.
332032,1.0,2018,The Best there is!
332033,1.0,2018,great product
332034,0.0,2018,Wasnt up to much
332035,1.0,2018,Works well
332036,1.0,2018,works fine.
332037,1.0,2018,Im using it for years. Works great.
332038,1.0,2018,make sure you put in the right address or the product actually fights itself. meaning i have norton with 3 days left well it wouldnt accept the new down load as it is 365 days. so i had to call the company and wait for a tech to call me back but by that time i put in the correct address even though i thought i put in the right one there are too many norton ads and web crawlers screwing up the works.
332039,1.0,2018,The industry standard at its best. Have used for over 30 years and it's never failed me yet.
332040,-1.0,2018,I tried to load. Support guy got mad at me. Locked my computer for 10 minutes because he was mad. I will not use this product after that support guy locked my computer. I want to return it
332041,1.0,2018,have been using it for years and seems to work fine
332043,-1.0,2018,"I'm sure that it works well. My problem is that Pop up ads from Norton keeps showing up. You already have my money, I paid for the service. This was not a free product. I don't want to see more of the company ads. I don't even want to think about viruses, etc. I'm ok with shelling out money once a year for all of my computers and family's computers for the service of not having to think about those issues and for everything to work just fine... and here we are...

Ironically enough, I became a Norton customer about 12 years ago because I wanted to block Pop-ups from websites in the early 2000's. It has come full circle, and they have lost a customer"
332045,1.0,2018,Good product
332046,-1.0,2018,I was under the impression that there would be a CD of this items and it wasn't.  Therefore I would have to download it from an area where I could get internet service
332047,1.0,2018,Great product and very easy to install.
332048,1.0,2018,needed for security...
332049,1.0,2018,Best way to keep up your subscription
332050,0.0,2018,"I purchased this unit to service (2) two computers and when I tried to install it on a second computer I was told the product would NOT WORK on the Windows 7 Professional system and that I would have to pay $185 dollars to have it ""worked on"". Three times I tried and same result Each Time!! They even ""Hung up On me"" when I asked WHY?"
332051,1.0,2018,I love it.
332052,1.0,2018,I trust Norton for my computer security.
332053,1.0,2018,Good price for NIS Premium for all of my computers and cell phones for 1 year.
332056,1.0,2018,"Great software, needed to call Norton for help with product key but everything is good and Norton is a great company to work with."
332058,-1.0,2018,"Spent an hour on the phone with Norton tech trying to load the software with no success. They then said my wifi was hacked and then they said the could fix problem with a new software that would cost another $300 to $700 I'm totally disgusted with all to with the product , used Norton many times in past, this is like a bait and switch. scam. They then changed owner email., product had to be deleted from my mac"
332060,1.0,2018,"I have been a Norton/Symantec consumer for at least 20 years now.  When I renewed my software last year, I purchased the Security Premium software.  It worked great.  In searching for new software to purchase when my subscription would be expiring soon, I decided to go back to Security Deluxe mainly because I don't need the extra features that Premium has such as protection for kids, etc.  When time to update my subscription came, I logged into my Norton/Symantec account and followed directions that came with this Norton Security Deluxe package.  All went well and I was able to also download on a couple other of my devices as well.  Once downloaded onto all devices I need it on for now, I did do the Live Update feature so it would bring the software up to date.  I recommend anyone purchasing any Norton product that is not directly downloaded from the Norton website to run the Live Update so software is up to date.  I then did a quick scan and my devices were brought up to date and my days remaining in my subscription were updated properly as well.  When  using this product to update or continue your subscription, I do recommend that you wait until just a day or two before your Norton subscription's current expiration date to download the new software.  That way you should not lose any days in your old subscription that you are updating.  For me, this program is sufficient and efficient for my needs.  I didn't use the Norton Cloud backup in the old subscription/Premium software (I prefer to do external hard drive back-ups) & no kids to protect from Internet.  Just depends on what your required personal needs are whether you use Security Deluxe or Security Premium version of Norton software.  Lastly, I installed this on a computer that came with Windows 10 and my other devices are computers with the free Windows 10 upgrade.  This product worked on all the computers I installed it on using Windows 10."
332061,1.0,2018,"Great product that I have used for many years. Symantecs customer service was proficient in integrating my existing, unexpired subscription into the new subscription. This gave me a credit for several extra months.

So, If you renew your subscription before its expiration, you will lose its remaining time  it will not be automatically added, You must call customer service. They will give you credit for the unused time. An annoying inconvenience at the very least."
332062,1.0,2018,great technical support
332063,1.0,2018,Protects our two PC's and I still can install it on 3 other devices. Good deal for adequate protection.
332064,1.0,2018,Seems to work very well and we use it all the time. I like that is is from a name I trust.
332065,1.0,2018,no problems. easy to use.  the customer service number with Norton was fast and effective
332066,1.0,2018,Have used for many years and what everyone wants to know and I can say affirmatively is *IT WORKS* and is easy to use
332067,1.0,2018,great pricing and so easy to get.
332068,1.0,2018,Love it
332069,1.0,2018,Fast Shipping! Works great!
332070,-1.0,2018,numbers were stolen from me before i downlaoded them from a hacker but was refunded the money
332072,1.0,2018,"Good protection. However, always trying to ecourage you to buy more protection."
332073,1.0,2018,"I like Norton security software.  But, after buying the 10 Device software, my installation process became a nightmare.  I had inadvertently allowed my Norton to expire when I tried to install the 10 Device software.  After about 70 minutes of failing to download the new software and connect to the Norton server, I finally contacted tech support through the Chat process for help.  I wound up with a regular techie and after another 1 hour & 20 minutes, a senior techie.  The software eventually downloaded after 3 or 4 updates and about 8 or 9 reboots but would not activate.  All in all, it took about 3 hours and 20 minutes to complete the installation process including eventual activation.  Both techies were surprised at my problem.  Both were, however, very helpful and patient.  But, if I ever have another similar installation situation, I will drop Norton security software.  The senior techie extended my subscription by 30 days as a good will gesture which I appreciate."
332074,1.0,2018,Great produce at fair price
332076,-1.0,2018,"My Kasperky expired, found norton for a good price. Absolute junk on windows 10. Went back with Kaspersky."
332077,1.0,2018,Easy to use comprehensive protection.
332078,1.0,2018,It is great we Dan use it on several computers.
332079,-1.0,2018,This would not install in my computer - a key # appeared along with a phone number to call to resolve the problem.  Mind you I already had Norton installed and just needed an update.  The Norton operator told me my computer was outdated and I needed to purchase tech support since I had none to the tune of $350 for 5 years.  I purchased my Dell from QVC with a lifetime support.  This is a scam folks beware!
332080,1.0,2018,the best
332081,1.0,2018,I received it yesterday. I was a great bargain at $24.99 for 5 devices.
332083,1.0,2018,Works great! Just plug in the product key and I was up and running.
332084,-1.0,2018,stay out of politics and make better software! never will buy another symantec product. nra life member.
332085,-1.0,2018,Crap.....there are better security products out there and for less money.
332087,1.0,2018,Quick delivery ... Great product!!!  A+++ Seller!!!  Thanks!!!
332088,1.0,2018,"We had been loyal Norton users for more than a decade with no issues.  This the first time we bought the 10 license product, therefore it is the first time we used Norton on a few of our mobiles and tablets.  Recently, Norton Mobile gave us a scare saying that our network is compromised.  I changed our wifi network names, made new and stronger passwords, updated everything in response.  It was a pain to update all our wifi devices again.  After this, we still showed network was compromised on our mobiles and tablets.  Our actual computers did not show any issue even after full system scans.  Needless to say we have stopped using Norton on our mobiles and tablets.  I still will likely stick with Norton in the future for our computers, but I will not buy the 10 license product anymore.  I have to take off two stars for this issue.

4/10/18. I am adding back one star for Symantec quickly acknowledging and addressing the issue.  I have re-installed Norton on our mobiles and tablets and everything seems to be fine.  I still trust Norton Security and will continue to buy it in the future."
332089,1.0,2018,good I like it
332090,-1.0,2018,Cloud backup doesn't work even after half a day on the line with product support.  Could have saved some dollars and a bunch of time with a lower version.
332091,0.0,2018,Well received my package today it was banged up. Hope the code wasn't used.
332092,1.0,2018,great price- once you activate all you need is the account information (email and PW to dl to other devices)
332095,-1.0,2018,"Serial number will not work.  Hassle, waste of time.  Purchase elsewhere."
332096,-1.0,2018,Don't ever buy anything Norton. They are deceitful rip-offs...
332098,1.0,2018,Great internet protection. One of the very best.
332099,1.0,2018,I've been using Norton for probably over 5 years without slowing down the computer and without any viruses taking it down.
332100,1.0,2018,we love Norton's security..
332101,1.0,2018,Norton does a great job at preventing hackers from intrusion. It's amazing how many try to invade your system. The older versions of Norton use to slow down the computer but this seems much a less problem now. Been using Norton for over a decade and will continue to use it.
332102,1.0,2018,Great price
332103,1.0,2018,works great
332104,0.0,2018,switched to mcaffee
332105,-1.0,2018,"Twice now norton has bricked my computers and I had to re-install and restore
from backup. It works on first install and then they force an auto update to newer engines and often
these are not compatible with you OS so your PC or laptop becomes
so destroyed programs will not start. Not even Microsoft system restore
will save you. The only thing that saves you is a full or system image backup.
If you don't have this you have to install the OS over again.

Norton outsources customer service to the lowest bidder and their support is terrible.
Takes forever to learn you have to revert to earlier additions until they fix their
bugs with newer releases.

*It slows down your pc a lot compared to other products

*auto renew is evil

*A install of a new Norton  product will often break other norton\symantec products."
332106,1.0,2018,Basic Norton package.  Good price
332107,-1.0,2018,"This might have been a good price and protected my computer, but it slowed it down so much that it was almost unbearable.  As soon as I removed it (and went to a different product), my computer sped back up. I guess it was worth a try, but that was Norton's last chance for us. We had had problems with Norton products in the past, but wanted to see if they improved at all and they didn't."
332108,1.0,2018,Worked awesome ty
332109,1.0,2018,"Norton want $100 for this protection and I could not get them to go below about $50.  This is cheaper, but you have to call them to add the time to your current license if you have one.  As for Norton, I think it stops all viruses, but it slows down your computer quite a bit sometimes,  It also is irritating about constantly reminding you to install parts you didn't want and I have found no way to stop it."
332110,1.0,2018,"Norton Security has always worked good for me over years, and so far so good."
332112,1.0,2018,Recently switched to the Norton Utilities and Anti Virus. I have previously used Kapersky and have been concerned with the overall concerns with recent hacking all over the world. I like the way that Norton interfaces with all of my applications and the ease of the Password securities. Much easier to use. also 10 devices is awesome for $30/ year such a great deal.
332113,1.0,2018,Good
332116,1.0,2018,works great
332117,1.0,2018,Norton customer for long time. No issues at all.
332118,1.0,2018,Great Product! Would recommend.
332119,1.0,2018,Can't beat the deal
332120,1.0,2018,Very easy to buy and install
332121,1.0,2018,Item as described.
332122,0.0,2018,"Install on the 1st PC was a snap. Norton then emails a link that is to be used for installations on additional computers. 2nd install from the link was a total pain. Tried the link. It failed. Installation error.  Used Norton Remove and Reinstall. Install failed again. After 4 tries, it finally worked. I think the problem may have come from whatever causes the popups re: Expired Subscription. It wouldn't go away, even after the new installation. Finally, it did, and I don't have a clue as to what I did for the fix. All OK now."
332123,1.0,2018,good price
332125,1.0,2018,"Every year, without fail, a good solution for those that have more that one home PC like me."
332127,1.0,2018,Easy to install but Norton would not recognize keyword it took 6phone calls and a lot of aggravation to do start up!  I don't think they like it th hat you get a great price from amazon  so they give you grief setting it up!
332128,1.0,2018,As advertized
332129,1.0,2018,Excellent
332130,1.0,2018,I dread having to upgrade these security and anti-virus' every year because I have no confidence in doing regular maintenance on a computer. This worked just like it should and easy to follow directions. Thank goodness over for another year.  Haaaaa!
332131,1.0,2018,The only Security product that I truly trust. !!!!!
332132,1.0,2018,I thought this was the premiere addition...
332133,1.0,2018,"Annoying to set up, but Norton is the best."
332134,1.0,2018,happy with the item thanks
332135,1.0,2018,delivery on time and product update perfectly easy
332136,1.0,2018,So far so good
332137,-1.0,2018,installed upon receipt and less than a month later had a notice my service was terminated and had to install a second time.
332138,1.0,2018,We use it every year.
332139,1.0,2018,Trusted Antivirus
332140,1.0,2018,My all time favorite security for all our devices and computers.  Easy to use. Has never failed me.
332141,1.0,2018,Great Norton product and number of devices for the right price.
332142,1.0,2018,Norton is the best. only issue  thought it came with cd/
332143,-1.0,2018,"Too many pop-ups, ads, spam - all Norton stuff but too annoying.  Don't give them permission to automatically renew, your anniversary comes and goes before you have a chance to leave them and find better.  I'm not certain they are the only cause for my PC slowing down, but they have a hand in it.  Their help desk is aggravatingly slow and although they did resolve my problem I had to trust them enough to give them full control. It was kind of scary watching someone I didn't know remote in and go through all your files.  It would have been easier to reload windows. They've become political now and think everyone should think like them - so they don't really need or care for my money,  they want business accounts so I'm not going to be missed -  but there are others that want it."
332144,1.0,2018,Was a great price and works good.  Only thing is if you put on product 2 months after first product the date of expiration begins with first installing.
332145,1.0,2018,"Good Deal, just wait to activate until your  old subscription is about to end"
332146,1.0,2018,Great deal for the value of this package.
332147,1.0,2018,Good protection
332149,1.0,2018,Norton is the whip it takes care of my PCs and my phones great job Norton
332150,1.0,2018,Best product on the market for computer security and a great price to protect 10 devices!
332151,1.0,2018,It's Norton - what else do you need to know?
332153,1.0,2018,Great product.  Been a Norton user for years
332154,0.0,2018,"I bought this product because of the trusted reputation of Norton (I'm assuming it is doing a good job protecting my computer), but what I didn't anticipate was the constant spamming by Norton. I'm constantly getting notifications from Norton trying to get me to upgrade my subscription, among other things. While streaming a 3 hour show through my laptop to my projector I had 3+ Norton notifications pop up for which I had to get up from my seat, walk back to my laptop, and manually close them. The frequent notifications of non-essential things has gotten irritating over the last 2 months. I thought Norton would just protect my computer in the background so I would only know it was there if something had gone wrong."
332155,1.0,2018,Great as always.
332157,1.0,2018,Best price!
332158,1.0,2018,It has worked great for our computer and I really like the fact that it can be download on up to 5 devices for the same price.
332159,-1.0,2018,"I had one user on my computer with a pop up box Malware message every time I logged in.  So I bought this Norton  Anti Virus Program However - This program did not check for malware ,  found no Viruses on my computer and left all three of my computer user names with a pop-up malware message after log in - instead of just the one.  Quick scan did nothing ,  A Full scan fu#k up my  registry and my computer ,  and I had to run Windows  System Restore to get it back the way it was .  Now I have extra  empty folders in my Pictures folder that came out of nowhere -  Looks like it's it's time to Format and start over again. Not happy !  ,  I might as well have drove down the road and threw money out my car window."
332160,-1.0,2018,"Norton security was going to expire in 10 days so I found the least expensive program at Amazon.  Arrived today.  When I tried to install it got a message it couldn't be installed and posted an 800 number on the screen to call.  Talked with that person, after allowing access for him,  for 20 or more minutes before he said I had multiple security problems with the wireless network and he could add a technician who could resolve the problem in two or three hours.  I asked how much that would cost and he said $249.  The spiel was so rehearsed I said no and called Best Buy.  Took it in to their geek squad, bought a WebRoot software for internet security.  Installed the program and it found 6 viruses.  Several problems with this.  I've had Norton security software (for years used 365) continuously on every computer I've owned for many, many years.  Their security apparently didn't protect my computer.  Was the number shown on the screen after trying to install actually Norton?  If not can't Norton have their software only post valid numbers?  Why should the cost go from $30 to $249 if their software was supposed to protect my computer? Will be asking for a return and refund."
332161,1.0,2018,Great deal
332162,1.0,2018,I've been with Norton for years . Never disappointed.
332163,1.0,2018,Good internet protection.
332164,1.0,2018,"I was a longtime user of anti-virus software emanating from somewhere near Moscow and liked the way it started up quickly and didn't hinder the performance of my laptop. Then I heeded warnings when I got a new laptop and went with a familiar US competitor whose founder seems a little kooky. I remembered why I didn't like it before: takes the laptop a while to crank up and get ready for the day. Then, on a whim after reading recommendations on here, I purchased this package for my nephews new laptop which is the same as mine. His works MUCH faster! At the end of my subscription with the competitor, Im switching to this."
332166,1.0,2018,Very good product was able to protect all my computers
332167,1.0,2018,Very useful and good price
332168,1.0,2018,"Soon, it will be time to renew it."
332169,1.0,2018,Norton security is a great product but the rebate system they use seem to be a ripoff to their loyal customers.
332170,1.0,2018,"love it, GREAT customer service."
332171,1.0,2018,I liked that Norton protected 10 devices!
332173,1.0,2018,"So far so good. I like Norton Security Premium. This makes me happy because it allows me to customised my preferences. It will also update my settings. Ive been having Norton Security for the last 7 years and I didn't have any problems at all. I can rely on this brand because I know that my computer is going to be safe from virus. My computer runs softly with this software. If you buy this on other website, it will be around $70-$80 for two devices. I bought the Norton through Amazon and paid only $30 for it for the whole year. You just have to shop around and wait for the perfect time when it is on sale.
Thank you Norton"
332174,-1.0,2018,No good
332175,1.0,2018,I get Norton Security every year and for 10 devices - you can't beat it.  Will do so next year.
332176,-1.0,2018,"I bought this, tried installing it and the code doesnt even work...very disappointed with the results."
332177,1.0,2018,Feeling safe
332178,-1.0,2018,it won't load on my computer
332179,0.0,2018,"Beware...this installation created a scam requesting $399 for assistance in removing a Trojan Horse (Torpig) that was alleged to have been on my I Pad. Fortunately, this was avoided by confirmation from a computer service."
332180,1.0,2018,Norton has saved my computer life more than once....and it continue to perform very well.  I have found no problems and no faults with the software in its current state.  Rock on Norton!
332181,1.0,2018,Very good value for a great security software. Alana Hoff
332182,1.0,2018,Good price for multiple electronics.
332183,1.0,2018,Very happy with purchase!
332184,1.0,2018,Great Product!
332185,1.0,2018,Great deal!
332186,1.0,2018,I loved that I could use it on 5 devices!!
332188,1.0,2018,"great price, easy install."
332189,1.0,2018,"Always use Norton, great price for multi computers"
332190,1.0,2018,I have used Norton for many years.  It has blocked many attempted attacks on my computer.
332191,1.0,2018,Haven't activated it yet as I'm waiting for my current NOrton to expire.  I've always used and trusted Norton.
332194,1.0,2018,"Been using Norton for years and have no complaints.  Gives me great protection at a great price. Easy to install, easy to renew."
332195,1.0,2018,"Norton has a nice security suite. It works well and it is intuitive. The anniversary date starts when you register the product, not when you install it. I gave away about 20 days, but the price from Amazon was really good."
332196,-1.0,2018,"There are too many pop-ups and notifications promoting their product. I do not want to reminded for Norton to manage my passwords. I can do this myself. At least once a week, there is some kind of notice selling their product."
332197,0.0,2018,Love the product but despise the constant notifications of them wanting me to read articles and to sign up for other products. I want a notification after a scan and when malicious activity is being noted and not for when you want me to buy more of your products twice a day.
332198,1.0,2018,Great buy and works well as usual.
332199,1.0,2018,Everyone in my family has used Norton Security for years and trusts the protection.
332200,1.0,2018,good price
332201,1.0,2018,have always used Norton good price
332202,1.0,2018,GREAT PRICE and works GREAT
332203,1.0,2018,"As with any virus software, Norton seems to work well although none of them are fool proof."
332204,1.0,2018,easy to install
332205,1.0,2018,great gift
332206,1.0,2018,I use Norton for most of my devices and was happy to purchase this product for 10 device great !
332207,1.0,2018,5 star rate nuff said
332208,1.0,2018,"Works for me , used for years"
332209,1.0,2018,I have used Norton Security for many years and its always done a good job of keeping bad things out of my computers.
332210,1.0,2018,good
332211,1.0,2018,excellent security program
332212,1.0,2018,It works
332213,1.0,2018,just what I needed
332214,-1.0,2018,"Im from Guyana, South Ameria, when i sign in im getting an error, ""unable to activate?"
332215,1.0,2018,Norton user for years ...and several other of their products kept my DELL windows vista machine which is 10 yrs old now running like a clock.
332216,1.0,2018,Easy to use and install. Nice to be able to cover several of my devices without paying full price for each.
332217,1.0,2018,Great price & service.
332218,-1.0,2018,"This anti virus has regional lock ,  doesn't work outside US."
332219,-1.0,2018,"This didn't work on my computer I called Norton's IT people and was told I need to purchase a very expensive program from Norton to get it to work,
the program to get this one to run was more than 8 times the cost of this security program. I think it's just a scam, I packaged it back up and returned it to Amazon."
332221,1.0,2018,Seems to cover everything I need. Easy to use.
332222,1.0,2018,Easy to use. Everyone in the house can put it on there devices.
332224,1.0,2018,great internet protection and Amazon had it at a great price
332225,1.0,2018,I have been using Norton's Anti-Virus products for years and they have never failed me. A friend of mine who works as a security specialist for the US Government will only use Norton's products for his devices. Can't get a much better endorsement than that!
332226,1.0,2018,Quick to install
332227,1.0,2018,Ok
332228,1.0,2018,Everyone has their favorite internet security but I have been using Norton for years and I think they are the best. I use it combination with Malwarbytes. I've tried some of the others but they slowed down the system too much or they just weren't effective.
332229,1.0,2018,have been using this for years and will continue to buy.  don't install until your current protection runs out b/c it will start as soon as installed and any remaining time will be lost on your old protection
332230,-1.0,2018,I bought my product Nov 22 I installed on Jan 22. It says that it is a year protection and when I downloaded I says that I have only 206 days protection until I know a year is 362 days where it is that it says at the time of installation
332232,1.0,2018,As expected
332233,1.0,2018,Saved quite a bit on this product through Amazon. Was able to secure all my devices. The product key came fast and no problems downloading. Norton has kept our devices safe for many years and will buy again.
332234,1.0,2018,"Excellent product-- does the job without being intrusive, highly recommended!"
332235,1.0,2018,Most secure antivirus you can get I believe.
332236,1.0,2018,Norton's is the best. It's the only anti virus software that I use. Easy installation.
332237,1.0,2018,"It's antivirus.
It works like Norton antivirus normally works.
Just for 5 devices.

If you're not poking around shady parts of the internet Norton works pretty well to cover any threats you might be exposed to."
332238,-1.0,2018,This special is full of misleading information and attachments that are all geared toward getting you to upgrade by adding additional protection.
332239,-1.0,2018,mac users avoid. i bought this for my mac and it freezes and crashes my whole mac book. Mac users avoid. works fine on android (so far)
332240,1.0,2018,The product is operating as stated!
332241,1.0,2018,"Took awhile to install going from the 360 version but it worked. I bought this after several years of Norton 360. I was on ""auto renewal"" and never looked at prices. Norton was charging me $100 a year. So I decided to cancel the renewal and look for other options. I saw this deal on Amazon and the price was 80% cheaper. Crazy thing is they wanted me to renew my 360 for $50 after the fact that they were going to charge me double that on auto renew. I can't believe NORTON has not been sued for insanely price gouging people. They got me for several years but never again. On the flip side I have never gotten a VIRUS on any of my computers where Norton has been installed. $20 for 5 computers and mobile devices is a no brainer."
332242,-1.0,2018,I'm not happy with this virus protection too complicated for me. It changed my whole computer setup and It is slow and I just don't like it
332243,1.0,2018,The best virus protection.  Period.
